医院名称,等级,特色,电话,地址,简介,科室列表
同济大学附属第十人民医院,三级甲等,综合,"021-66300588(总机),021-66303643(服务台咨询热线)",上海市延长中路301号,"上海市第十人民医院（暨同济大学附属第十人民医院），创建于1910年，1993年成为卫生部首批“三级甲等”综合性医院。2012年受上级委托管理上海市皮肤病医院。实际开放床位1860张，2013年门急诊人次237.95万、出院人次6.66万、手术人次5.25万。拥有国家临床重点专科3个，上海市重中之重临床重点学科1个，上海市临床医学中心2个，上海市创伤急救中心1个，上海市护理质控中心1个，上海市骨肿瘤研究所1个，上海市脑卒中防治中心（北区）1个，葛均波院士工作室，合作共建国家教育部“心律失常分子遗传重点实验室”。　　现有在职职工2600余人，其中高级职称人员322名，医生队伍中博士生比例25.6％、研究生比例64.02％。拥有硕士点16个、博士点10个，硕士生导师113名、博士生导师66名。拥有中组部外专千人计划1名，上海市“千人计划”3名，兼职PI 23名，客座教授14名，拥有包括国家级百千万人才、上海市领军人才、上海市优秀学科带头人、上海市曙光计划、上海市科技启明星计划等各类人才多名。　　近五年共获得国家863、973、国家自然基金等国家级课题项目240项；中华医学科技奖、上海市科学技术奖、高等学校科学研究成果奖，上海医学科技奖等奖项23项。自1996以来，医院连续八届获“上海市文明单位”称号，曾获全国优质服务“百佳医院”、“全国医院文化建设先进单位”等荣誉称号，连续7年社会满意度调查名列全市前茅。　　经过几代人的努力，医院引进与培养了一批在国内外具有显著专业特色和学术地位的学科带头人，形成一批优势学科，如：复杂性骨肿瘤手术治疗，脊柱疾病微创手术；冠心病和房颤介入治疗；微创玻璃体视网膜手术，复杂性玻璃体手术和综合治疗,角膜移植术，白内障摘除术，眼眶病与眼整形治疗；炎症性肠病的诊治，消化道肿瘤早期诊断与微创治疗；中医活血化瘀抗衰老研究；护理流程优化设计及专科护理建设；泌尿系疾病微创治疗；脑部肿瘤的外科手术，脑血管疾病的微创治疗；糖尿病强化治疗及甲状腺疾病的诊治；口腔修复、口腔正畸及种植牙技术；呼吸系疾病的介入诊断治疗；急危重症疾病一体化治疗及妇科肿瘤微创治疗等。　　医院拥有医疗设备等固定资产六亿余元，设备精良、流程科学，检验科通过国际ISO15189等质量体系论证，13个专业取得国家药物临床试验机构资格，11个专业取得上海市住院医师规范化培训基地资格，7专业取得个上海市专科医师规范化培训基地资格，全院实现计算机网络化管理。　　百年沧桑铸品牌，春秋走笔谱华章。全院职工将藉百年之力，承大爱之魂，秉承“同舟共济、自强不息、追求卓越”的医院精神，坚守医泽申城、济世人间之心，怀揣普济众生之仁心妙术，在漫漫的医学征程中，不畏艰险、勇攀高峰；为把十院建设成为高水平、精品化、综合化医疗中心而不懈努力。","1.消化内科
2.心内科
3.内分泌科
4.神经内科
5.呼吸内科
6.肾内科
7.血液科
8.消化内镜中心
9.中医内科
10.普通内科
11.感染科
12.泌尿外科
13.骨科
14.甲乳科
15.心外科
16.神经外科
17.普通外科
18.肝胆胰外科
19.胸外科
20.血管外科
21.整形美容科
22.胃肠外科
23.妇产科
24.儿科
25.眼科
26.康复科
27.甲状腺疾病诊治中心
28.口腔科
29.中医心脑血管病临床医学中心
30.精神心理科
31.超声医学科
32.耳鼻喉科
33.核医学科
34.皮肤性病科
35.运动医学科
36.麻醉疼痛科
37.放疗科
38.针灸科
39.创伤急救中心
40.老年科
41.介入科
42.肿瘤科
43.放射科
44.检验科
45.临床药学科
46.营养科
47.护理咨询
48.生殖中心
49.肠道微生态
50.体检中心
51.急诊医学科
52.病理科
53.输血科
54.重症医学科
"
闸北区中心医院,无,无,"021-56628584(总机),021-56628584-2678(咨询台)",上海市闸北区中华新路619号,,"1.高压氧科
2.消化内科
3.心内科
4.呼吸内科
5.肾内科
6.血液科
7.内分泌科
8.感染内科
9.神经内科
10.普外科
11.骨外科
12.泌尿外科
13.神经外科
14.妇科
15.儿内科
16.疼痛科
17.中医内科
18.口腔外科
19.耳鼻喉科
20.眼科
21.皮肤科
22.肿瘤科
23.中医外科
24.超声科
25.放射科
"
上海市闸北区市北医院,无,无,021-36538899,上海市闸北区共和新路4500号,,"1.消化内科
2.泌尿外科
3.眼科
4.超声科
"
复旦大学附属儿科医院,三级甲等,儿童,"021-64931990(万源路门诊部总机),021-64931923(医疗咨询),021-64931990转1001(枫林路门诊部),021-64175173(医疗咨询)",万源路门诊部:上海市闵行区万源路399号（新院）;枫林路门诊部:上海...,,"1.泌尿外科
2.神经外科
3.普外、新生儿外科
4.肾脏科
5.传染感染科
6.内分泌与遗传代谢
7.骨科
8.呼吸科
9.心胸外科
10.神经内科
11.血液科
12.心内科
13.消化科
14.耳鼻咽喉头颈外科
15.新生儿科
16.心外科
17.皮肤科
18.儿保科
19.康复科
20.小儿免疫科
21.心理科
22.小儿整形科
23.重症医学科
24.儿科综合内科
25.中医科
26.眼科
27.放射科
28.B超室
29.口腔科
30.病理科
31.检验科
32.药剂科
33.麻醉科
34.核医学科
"
上海市第五人民医院,无,无,021-64308151(总机),上海市闵行区瑞丽路128号,,"1.心内科
2.内分泌科
3.神经内科
4.呼吸内科
5.血液内科
6.肾内科
7.老年科
8.消化内科
9.风湿免疫科
10.普内科
11.急诊科
12.泌尿外科
13.普外科
14.神经外科
15.血管外科
16.骨科
17.胸外科
18.肝胆外科
19.妇科
20.产科
21.儿科
22.中医科
23.中医按摩科
24.感染性疾病科
25.耳鼻喉科
26.针灸科
27.超声医学科
28.眼科
29.麻醉科
30.放射科
31.病理科
32.康复医学科
33.口腔科
34.药剂科
35.检验科
36.皮肤性病科
37.肿瘤放射治疗科
"
闵行区妇幼保健院,无,无,无,上海市闵行区顾戴路805号,,"1.妇产科
2.小儿消化科
"
复旦大学附属华山医院,三级甲等,综合,021-52889999（总机）,本院:上海市乌鲁木齐中路12号;东院:浦东新区红枫路525号;北院:...,复旦大学附属华山医院创建于1907年，是国家卫生计生委委属医院、复旦大学附属教学医院和中国红十字会冠名的医院，1992年首批通过国家三级甲等医院评审，为全国文明单位，是国内最著名、最具国际化特征的医教研中心之一，也是全国首家通过JCI认证的部属公立医院，在国内外享有很高声誉。　　拥有职工2600余人，医疗专业技术人员占83&#xFF05;以上，其中正、副教授逾400人，拥有院士3名、国家杰青4名、“973”首席科学家4名、国家“千人计划”学者3名、长江学者4名；国家级专业学术委员会主委或副主委34名、上海市级主任或副主任委员62名，医疗技术力量雄厚，著名专家云集。　　国家教育部重点学科10个——神经外科、手外科、神经病学、传染病学、中西医结合临床、泌尿外科、肾病科、心血管科、影像医学和核医学、普外科；国家临床重点专科20个——骨科、护理专科、检验科、重点实验室（手外科）、重点实验室（抗生素）、内分泌科、神经外科、手外科、神经内科、中医专业（肺病）、皮肤科、泌尿外科、肾病科、外科、消化科、肿瘤科、感染科、康复医学科、运动医学科、医学影像科；上海市临床质控中心7个——临床药事、神经内科、皮肤科、激光治疗、核医学、职业病诊断、神经外科；设有1个WHO研究与培训合作中心、3个卫生部及上海市重点实验室、各类研究所、中心近20个。　　拥有26个博士点及博士后流动站、硕士点全覆盖；86名博士生导师、152名硕士生导师，每年培养硕博生近120人，为国家输送大批优秀医学人才。每年主办国家继续教育项目近80项，招收学员及进修生近600人。　　科研力量雄厚，近三年获国家自然科学基金近200项、“973”首席4项、“863”2项、国家重大科技专项牵头2项、十二五国家科技支撑计划3项、部市级以上项目480余项，发表论文2400余篇，其中SCI论文1000余篇，获国家科技进步奖二等奖1项，其他省部级奖10余项。　　华山医院前身为“中国红十字会总医院暨医学堂”，由中国红十字会发起人沈敦和先生负责筹资建造，现为中国红十字会冠名的唯一一家三级甲等医院。自建院以来，华山医院始终高举红十字旗帜，将“人道、博爱、奉献”的精神铭刻在百年的发展轨迹上。特别是近年来，医院的救援队伍先后在汶川地震救援（荣获中共中央、国务院、中央军委联合颁发的“抗震救灾英雄集体”最高荣誉），世博医疗保障（荣获中国红十字会总会“红十字参与世博先进集体”称号），菲律宾地震救援（建国以后第一次国际红十字救援），造血干细胞采集捐献（连续多年荣获上海市红十字会“造血干细胞捐献工作特别支持奖”），灾害应急救援能力建设（中国红十字会三支国家级救援队挂靠单位之一），救助贫困患者等方面做了大量工作，公益属性突出，社会效益显著。　　医院注重内涵质量建设，彰显人文关怀，体现“人道、博爱、奉献”的红十字精神，全体华山人在领导班子的带领下，发扬“敢为人先、甘于奉献”的精神，沿着公益性方向积极投身新一轮医改，坚持内涵建设与品牌拓展并重，向着国际化精品医院的目标大步奋进！,"1.神经内科
2.心内科
3.内分泌科
4.消化科
5.风湿职业病科
6.呼吸科
7.血液科
8.抗生素研究所
9.肾病科
10.老年病科
11.急诊科
12.全科医学科
13.普通内科
14.肝炎科
15.神经外科
16.手外科
17.普外科
18.泌尿外科
19.胸外科
20.整形外科
21.脊柱外科
22.骨科
23.关节外科
24.心外科
25.足踝外科
26.创伤骨科
27.妇产科( 北院）
28.妇科（东院）
29.皮肤科
30.运动医学科
31.感染病科
32.中西医结合科
33.口腔科
34.眼科
35.放射科
36.胰腺外科
37.耳鼻咽喉头颈外科
38.精神医学科
39.颌面外科
40.康复医学科
41.肿瘤科
42.PET中心
43.核医学科
44.麻醉科
45.放疗科
46.超声医学科
47.病理科
48.检验科
49.体检部
50.重症医学科
51.营养科
"
上海市静安区中心医院,无,无,021-61578000(总机),上海市西康路259号(新闸路口),,"1.肾内科
2.心内科
3.呼吸科
4.消化内科
5.内分泌科
6.老年科
7.神经科
8.血液科
9.免疫科
10.感染科
11.骨科
12.外科
13.乳腺中心
14.泌尿外科
15.妇科
16.儿科
17.陆氏伤科
18.中医儿科
19.中医内科
20.中医外科
21.放射科
22.眼科
23.介入科
24.皮肤科
25.肿瘤科
26.口腔科
27.中医针灸科
28.耳鼻喉科
29.重症医学科
"
瑞慈医疗集团上海静安诊所,无,无,4001108102(预约),上海市静安区江宁路212号,,"1.感染科
2.神经外科
"
上海市嘉定区妇幼保健院,无,无,021-67070000,上海市嘉定区高台路1216号,,"1.妇科
2.计划生育科
3.新生儿科
4.儿童保健科
5.产科
6.妇女保健科
7.普外科
"
上海市嘉定区南翔医院,无,无,"021-31273770(总机),021-31274114(门诊)",上海市嘉定区南翔镇众仁路495号,,"1.骨科
2.外科
3.妇产科
4.儿科
5.针灸科
6.眼科
7.皮肤科
8.急诊科
9.中医科
10.ICU
11.康复医学科
12.耳鼻咽喉科
13.口腔科
14.心内科
15.呼吸内科
16.内分泌科
17.消化内科
18.神经内科
"
