微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Gctjo4xPr,感谢公司@嘉行传媒 @嘉行迪丽热巴工作室 送我的迪丽冷巴！未来冷巴可以陪我们一起玩耍，我的脑洞漫画《冷巴ACTION》今天开始在腾讯动漫APP独家连载了，一起来@腾讯动漫 遇见不一样的我吧～#冷巴ACTION#http://t.cn/RmHKgs2  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fqfefzieqyj20ec7pse81.jpg,无,无,2018-04-17 09:32,OPPO超视野全面屏R15,343337,1000000,39116
Gc11x41Qd,我是迪丽热巴。我就是自己的战士，我值得拥有。@巴黎欧莱雅#欧莱雅我值得拥有#  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fqbxk1pwipj21xk194x0z.jpg,无,无,2018-04-14 09:31,OPPO超视野全面屏R15,519869,1000000,63141
GbV0M3Wqw,#烈火如歌手游#想要跟歌儿相遇吗？快来预约游戏，歌儿在游戏里等你哦～@微博游戏  http://t.cn/Rmol4p9烈火如歌手游官方微博的秒拍视频  ,无,"http://gslb.miaopai.com/stream/ncBbNNMINMzvVebxg~1aFiIAXV5A3GRULYEycA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1586106150&ssig=nS8QupiGzd&KID=unistore,video",无,2018-04-13 18:13,烈火如歌手游超话,292999,497580,22676
GbK23tCJu,青春应该是什么样子？这次让全能手机人小紫告诉你！#OPPO热舞吧青春##R15就要这样紫# 热巴热血演绎青春态度  ,无,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=h142560ams9&Expires=1586106151&ssig=qjaqSQA95w&KID=unistore,video",无,2018-04-12 14:16,OPPO超视野全面屏R15,427833,1000000,60198
Gaw5ouhFZ,#idoltube##电视剧烈火如歌# 以为自己只是个记忆口袋的歌儿，哭惨了，给你抱抱娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/004Ck6Kxlx07jqfGXmPm01040200dHpH0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106161&ssig=0UxKKg22JW&KID=unistore,video",无,2018-04-04 12:55,OPPO超视野全面屏R15,429779,1000000,154021
GalrG9EpR,这就是我心心念念的见面礼？我的脑洞“迪丽冷巴”？谢谢公司@嘉行传媒 @嘉行迪丽热巴工作室 为我准备的4000万礼物！我的脑洞就这么出道了你好哇，我的冷巴#冷巴ACTION# Dear-迪丽热巴66tj5的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/kiVsAM9Wlx07joAjlzNe01040200jAEH0E013?Expires=1586106162&ssig=nweiBCG0lr&KID=unistore,video",无,2018-04-03 09:50,冷巴action超话,579513,1000000,97837
G9WVSruMC,#我在看烈火#开会了开会了 歌儿庄主有话讲 请看大屏幕  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fpw82bj7ttj21qi15oe83.jpg,无,无,2018-03-31 19:26,OPPO超视野全面屏R15,480207,1000000,64761
G9KJVDf6H,哇 现在都可以隔空抓娃娃了！我们烈火如歌的周边还不是那么好拿到的，你要先抓得到娃娃才行戳→微博抓娃娃上微博，抓正版娃娃  ,无,无,无,2018-03-30 12:23,OPPO超视野全面屏R15,324527,92363,21560
G9EL0DcCF,#电视剧烈火如歌# 我们歌儿真的是霸气的江湖人 霸气如歌欲“强嫁”银雪  ,无,"https://api.youku.com/videos/player/file?data=WcEl1o6uVdXdNRFF3TXpVeE1nPT18MHwxfDEwMDUwfDEO0O0O&Expires=1586106162&ssig=p%2B9Jn9uWeQ&KID=unistore,video",无,2018-03-29 21:10,OPPO超视野全面屏R15,297515,1000000,57894
G9jhyg4vU,#电视剧烈火如歌# 小歌儿等你们哦 ，别都去冥麻麻那里了  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fprd0rdan5j21qi15ou0z.jpg,无,无,2018-03-27 14:29,OPPO超视野全面屏R15,448232,1000000,86496
G8rsVuL0M,#电视剧烈火如歌# 30亿福利喏，如歌·写真  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fpkrfb9sroj21qi15onpd.jpg,http://ww2.sinaimg.cn/large/63885668ly1fpkrfe9g8hj21qi15oqv5.jpg,http://ww2.sinaimg.cn/large/63885668ly1fpkrfgxfy2j21qi15ob29.jpg,http://ww1.sinaimg.cn/large/63885668ly1fpkrfjk65vj21qi15okjl.jpg,http://ww1.sinaimg.cn/large/63885668ly1fpkrfkpgfvj21qi15okjl.jpg,http://ww3.sinaimg.cn/large/63885668ly1fpkrfncw79j21qi15oqv5.jpg",无,无,2018-03-21 21:29,OPPO超视野全面屏R15,604401,1000000,114459
G7vZd7qdo,#电视剧烈火如歌# 今晚又见歌儿，表情包送给您！  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1fpdpo6ufgng2074074tkr.gif,http://ww2.sinaimg.cn/large/63885668ly1fpdpo7auadg2074074wsi.gif,http://ww3.sinaimg.cn/large/63885668ly1fpdpo7omc7g2074074all.gif,http://ww4.sinaimg.cn/large/63885668ly1fpdpo82q40g2074074drd.gif",无,无,2018-03-15 19:09,OPPO超视野全面屏R15,493609,1000000,99814
G73v1n9u5,#电视剧烈火如歌# get追剧新姿势你们都怎么追剧呀  [组图共5张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fpa7woi89wj211i1e0qbv.jpg,http://ww3.sinaimg.cn/large/63885668ly1fpa7wqmeh3j211i1e0qdh.jpg,http://ww2.sinaimg.cn/large/63885668ly1fpa7wr6msej20u0140teo.jpg,http://ww4.sinaimg.cn/large/63885668ly1fpa7wrxmcnj211i1e07fc.jpg,http://ww1.sinaimg.cn/large/63885668ly1fpa7wv79slj211i1e04qq.jpg",无,无,2018-03-12 18:38,OPPO超视野全面屏R15,605597,1000000,108076
G6TwIivax,#idoltube##电视剧烈火如歌# 歌儿的小宇宙爆发了，这才刚刚开始呢 娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/001lveLYlx07iLibp5Ve01040200Ud6H0k010.mp4?label=mp4_hd&template=25&Expires=1586106165&ssig=Q3DRdLZH%2F8&KID=unistore,video",无,2018-03-11 17:15,OPPO超视野全面屏R15,295298,631477,40386
G6zN7utDM,#idoltube##电视剧烈火如歌# 小歌歌溜了溜了娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/00457sIGlx07iJR6LLfW01040200JZjg0k010.mp4?label=mp4_hd&template=25&Expires=1586106165&ssig=gBlX364T9P&KID=unistore,video",无,2018-03-09 15:00,OPPO超视野全面屏R15,345939,758422,59545
G6o0CuQ0B,#电视剧烈火如歌# 梨院听雪独守流年，只盼与他再次相见。 《烈火如歌》张碧晨深情献唱如歌情感主题曲《听雪》MV  ,无,"https://api.youku.com/videos/player/file?data=WcEl1o6uUdTBOek01TWpreU9BPT18MHwxfDEwMDUwfDEO0O0O&Expires=1586106166&ssig=FRhwlMvPNS&KID=unistore,video",无,2018-03-08 09:00,OPPO超视野全面屏R15,332330,615239,46919
G5Q8qqLhW,#大病医保# 内蒙古科右前旗，12岁的欢欢患白血病，在基本医保和“大病医保”的保障下，一年8万住院费只用自费1万元。2018，#大病医保模型# 助力国家健康扶贫，让585个贫困县2500万儿童免于因病致贫、返贫。儿童健康，中国强壮！@大病医保 @微公益 [品牌捐]多一个40元，一个乡村孩子多一份健康保障  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fp0z6zkhjwj20ka0sgdn4.jpg,无,无,2018-03-04 18:46,前后2000万 OPPO R11s,299444,182268,34259
G5wHKlt3R,#电视剧烈火如歌# 破亿啦！下周烧饼铺就要开张啦，都来吃烧饼哟，买一...送...么么哒  原图 ,http://wx2.sinaimg.cn/large/63885668ly1foylexc8wij21qi15ob2b.jpg,无,无,2018-03-02 17:18,前后2000万 OPPO R11s,671549,1000000,89092
G5k1NFWup,#电视剧烈火如歌# 拔刀吧 就在今天  “烈火燎原”版终极预告 3月1日优酷全网独播  ,无,"https://api.youku.com/videos/player/file?data=WcEl1o6uUdXlPVGd4TkRZNU1nPT18MHwxfDEwMDUwfDEO0O0O&Expires=1586106166&ssig=FRhwlMvPNS&KID=unistore,video",无,2018-03-01 09:02,前后2000万 OPPO R11s,449044,507626,30842
G5jE6rodD,想要时尚能量？ 就来@adidasneo #时尚集训营#  跟本教官特训5天吧！ 特意精挑细选了毕业礼物， 都不许逃课哦  #生来好动#  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fowzolucquj230x3201l4.jpg,无,无,2018-03-01 08:04,前后2000万 OPPO R11s,504617,1000000,32666
G59S8rn5v,大美人@angelababy 生日快乐越来越美笑容常伴  ,无,无,无,2018-02-28 07:11,前后2000万 OPPO R11s,729255,23605,20420
G3mqCw7Iq,大家新年快乐，希望新的一年你们依然这么可爱，我也会努力的  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1foi4m07d2uj21d92fk1ky.jpg,http://ww3.sinaimg.cn/large/63885668ly1foi4m1on8bj21d92fkx6p.jpg",无,无,2018-02-16 11:28,前后2000万 OPPO R11s,1335480,1000000,125303
G3hwP1dmq,#迪丽热巴的红包#福利时间到！年夜饭要吃饱饱的哦！我给大家准备了大大的红包，跟我一起点亮#中国赞#！祝大家新年万事如意～快来抢！Dear-迪丽热巴  的红包  ,无,无,无,2018-02-15 23:00,前后2000万 OPPO R11s,330697,20403,10917
G35j0gbRO,马上要过年啦，赶在今天向我们温暖强大的祖国表白，也为辛苦一年的大家加油鼓劲儿，让我们一起点亮#中国赞#！  原图 ,http://wx1.sinaimg.cn/large/63885668gy1fog10nozboj222w2rvat1.jpg,无,无,2018-02-14 15:53,前后2000万 OPPO R11s,1033633,1000000,55807
G2XG8o9iv,我来啦～春节快到了，我不仅发了视频还带了礼物，领取地点就藏在视频里了！记得明晚11点来拿～ Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/000EmICtlx07i98tJP68010402004rD50k010.mp4?label=mp4_hd&template=25&Expires=1586106168&ssig=J9gSZl8hqL&KID=unistore,video",无,2018-02-13 20:28,前后2000万 OPPO R11s,0,0,0
G2V4rxKz9,新的一年，祝大家福到财到，好运常在。集五福，迎欢乐福年～#电视剧烈火如歌# 烈如歌@迪丽热巴召唤你集五福  ,无,"https://api.youku.com/videos/player/file?data=WcEl1o6uTdTNORE0zTkRreU1BPT18MHwxfDEwMDUwfDEO0O0O&Expires=1586106169&ssig=PpUoFUlXaD&KID=unistore,video",无,2018-02-13 13:49,前后2000万 OPPO R11s,488097,1000000,30760
G2aDpzmOz,超老哥 生日快乐 祝你越来越年轻 @邓超  ,无,无,无,2018-02-08 15:36,前后2000万 OPPO R11s,1123594,123513,40259
G1GYUDPMT,要跟哪双鞋纠葛三生、没玩没了？ @adidasneo#adidasneo没玩没了##生来好动#  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fo5fvuu20xj215o1qiqv5.jpg,http://ww1.sinaimg.cn/large/63885668ly1fo5fvwlveej215o1qinpd.jpg",无,无,2018-02-05 12:07,前后2000万 OPPO R11s,891926,1000000,106953
G1qTdwgRO,我的新歌《好运聚一糖》来啦！满满的祝福都在这首歌里，快来接收我和@阿尔卑斯微有爱 给你带来的甜蜜和好运吧。这个新年，跟我一起#好运聚一糖#！阿尔卑斯微有爱的秒拍视频  ,无,"http://f.us.sinaimg.cn/002PRWFylx07hT1ebpZe01040200Ku980k010.mp4?label=mp4_hd&template=28&Expires=1586106171&ssig=aEnVTBOd39&KID=unistore,video",无,2018-02-03 19:09,前后2000万 OPPO R11s,865981,1000000,77572
G1ioAhhqw,我是世界第一小可爱  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1fo2fdo9fi4j215o1jh7wi.jpg,http://ww1.sinaimg.cn/large/63885668ly1fo2fdprd3nj215o1jhu0x.jpg",无,无,2018-02-02 21:31,前后2000万 OPPO R11s,1718346,1000000,149036
G0QnmbDne,嘿，晚安  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1fnyzog3l9ej215o1jhu0x.jpg,http://ww2.sinaimg.cn/large/63885668ly1fnyzohxg42j21jh15okjl.jpg",无,无,2018-01-30 22:11,前后2000万 OPPO R11s,1512582,1000000,179462
G0m79lN4o,分享一张我的照片  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fnva2yjqcvj20zk0qqx5o.jpg,无,无,2018-01-27 17:09,前后2000万 OPPO R11s,1263444,1000000,156776
FFx7EgBxf,大家都这么会玩，我也只好放大招@adidasneo #adidasneo没玩没了#  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fnpc6w8c9vg20wt1884qr.gif,无,无,2018-01-22 13:49,前后2000万 OPPO R11s,664177,1000000,97325
FFo1A9sh8,冬天还是要吃冰糖葫芦才对啊  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1fno80shmyyj21jk1jk1kz.jpg,http://ww4.sinaimg.cn/large/63885668ly1fno80u5xf4j21jk1jk1kz.jpg",无,无,2018-01-21 14:39,前后2000万 OPPO R11s,1242855,1000000,107710
FF6Zfhw6t,我  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fnm4t3zfimj20yc0yenl4.jpg,http://ww1.sinaimg.cn/large/63885668ly1fnm4t54r9nj20xw0yinpd.jpg",无,无,2018-01-19 19:17,前后2000万 OPPO R11s,1444741,1000000,154085
FEEPmnCv9,吹风车 嘿嘿  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1fniohqv0ocj21jk1jkqv5.jpg,http://ww1.sinaimg.cn/large/63885668ly1fnio9fsmayj21jk1jkqv5.jpg",无,无,2018-01-16 19:35,前后2000万 OPPO R11s,1244923,1000000,319101
FDThJFjTG,不复存在的刘海儿  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fncukan22sj20zk0qqh2t.jpg,无,无,2018-01-11 18:33,前后2000万 OPPO R11s,1564032,1000000,175824
FDyzh48Zk,温暖的祖蓝哥@王祖藍  生日快乐永远开心，像图片里一样，永远有好吃的围绕你。  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fnaauv37w3j20oc12eqd0.jpg,无,无,2018-01-09 13:49,前后2000万 OPPO R11s,1055977,197305,26074
FDr6gkPfr,行，别催了，都看到了，大哥来了  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1fn9dzmihvhj21401hcu0y.jpg,http://ww4.sinaimg.cn/large/63885668ly1fn9dzpmiz7j21401hckjm.jpg,http://ww4.sinaimg.cn/large/63885668ly1fn9dzsj5g2j21401hckjm.jpg",无,无,2018-01-08 18:48,前后2000万 OPPO R11s,1317193,1000000,97288
FCkPEfDDz,2018.1.1  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1fn10r6iyrrj211k1e0u0x.jpg,http://ww4.sinaimg.cn/large/63885668ly1fn10rk9w60j21e011k7wi.jpg",无,无,2018-01-01 13:01,前后2000万 OPPO R11s,1921995,1000000,136914
